"CCOc1ccc(C)cc1CN1[C@H]2CC[C@H]1CN(C(=O)NC(C)C)C2","ZINC001275346322","EGAD"
"Cc1cccc2c1O[C@@H](C(=O)NC/C=C/CN=c1cc[nH]cc1C#N)C2","ZINC001107257339","EDED"
"Cc1n[nH]c(C)c1S(=O)(=O)N1CCC[C@@](O)(CN)CC1","ZINC001238934925","DBAD"
"CCCCn1nc(C)c(/C=C\C(=O)NC2(C(=O)O)CCC2)c1Cl","ZINC000492362169","EFAD"
"CCc1ccc(C(=O)NC[C@H]2CCN(CC(N)=O)C2)cc1","ZINC001028965685","CCAD"
"C=C[C@@]1(C)CC[C@@H](OCc2cncc(C)n2)C(C)(C)O1","ZINC001224031370","CGED"
"COc1cc(C(=O)NCCCS(C)(=O)=O)ncn1","ZINC000930371271","CBAD"
"CC(C)C(=O)N1CCC[C@H](CNCc2nn(C)cc2Cl)C1","ZINC001023850705","DEAD"
"CC(C)(C)[C@@H]1C[C@H](N2CCCC[C@@H](CN)C2)CCN1","ZINC001246584960","CEAD"
"Cc1nc(N)sc1C(=O)NCCCOc1ncccn1","ZINC001579862496","CDAD"
"Cc1cccn(CC(=O)N2C[C@H]3CCN([C@@H](C)C(N)=O)C[C@H]32)c1=O","ZINC001084340934","EBAD"
"CCN(CCNC(=O)[C@@H](C)c1ccccc1C)Cc1ncccc1C","ZINC001317493062","EGAD"
"COC[C@H](C)N[C@H]1C[C@H](CNC(=O)CCc2csc(C)n2)C1","ZINC001397138803","EDAD"
"C#CCN1[C@@H]2CC[C@H]1[C@@H](NC(=O)c1cnc(CC(C)C)s1)C2","ZINC001096652413","DEED"
"COC[C@@H](C)CC(=O)NC[C@H]1CCCCN1C(=O)CCCC(C)=O","ZINC001062005188","EDAD"
"COC(=O)[C@@](C)(O)CNc1cccc(-c2nn[nH]n2)n1","ZINC001604904335","CBAD"
"COCc1cc(NCCCNC(=O)C[C@H](C)SC)ncn1","ZINC001094371248","DDAD"
"CC(C)(C)Oc1ccc(CNC(=O)NCCC(C)(C)CO)cc1","ZINC000655164750","DGAD"
"O=C(NCCC1=CCN(CCOCC(F)(F)F)CC1)C1=CCCC1","ZINC001159843234","EFAD"
"Cc1cnc(C(=O)NC[C@@H]2[C@H](C)CCCN2C(=O)C2CCC2)cc1C","ZINC000945704075","EFAD"
"CCOCC(=O)N1CC(O)(CNC(=O)Cc2[nH]cnc2C)C1","ZINC001044323168","DAAD"
"Cc1noc(C(=O)N[C@@H](C)[C@H]2CN(C(=O)C(C)C)CCO2)c1C","ZINC001009644256","DDAD"
"CCc1cc(C(=O)N(CC)[C@@H]2CCN(C(=O)Cc3cnoc3)C2)n[nH]1","ZINC000942682641","EDAD"
"CCC1(CC)C[C@H]1C(=O)N1C[C@H]2CC[C@@H](C1)N2C(=O)NC(C)C","ZINC001271887557","DFAD"
"O=C(N[C@H]1CC[C@H](CNCc2ccc(F)cc2F)C1)c1ncc[nH]1","ZINC000994928762","EEAD"
"C/C=C(\C)C(=O)N1CC2(C1)CCN(C(=O)c1cc3n(n1)CCO3)CC2","ZINC000944961746","EDAD"
"CC(C)Cn1cc(C(=O)NCC2(Nc3ncc(F)cn3)CC2)cn1","ZINC001110208023","EDAD"
"CC(C)CNC(=O)CN1CC[C@@H](NC(=O)c2ncc[nH]2)[C@H](O)C1","ZINC001099809637","DBAD"
"Cc1nc([C@H](C)NCC2(NC(=O)c3cncnc3C)CCCC2)no1","ZINC001373845954","EDAD"
"CC[C@H](CC(=O)NCc1ccc(CCN)cc1)c1ccccc1","ZINC000818533898","DGAD"
"Cc1cccnc1N(C)C(=O)/C=C/c1nnc(C(C)C)o1","ZINC000279779567","CFAD"
"COc1cccc2c(O[C@@H]3C[C@@H]4CC[C@H]3C4)ncnc12","ZINC001228874628","CGAD"
"O=C(Cc1nc[nH]n1)NC1CCN(C(=O)CCn2cccn2)CC1","ZINC000944389519","EBAD"
"O=C(NC[C@@]1(O)CC2CCC1CC2)Nc1ccc(-c2cc[nH]n2)cc1","ZINC001553296488","EGAD"
"Cn1nnc(C(=O)NC[C@H]2CCC[C@H]2NC(=O)c2ccnc(O)c2)n1","ZINC000946167780","EBAD"
"CC[C@H]1CN(C(=O)C2=NN(CCO)C(=O)CC2)CCCO1","ZINC000799070376","CBAD"
"C[C@@H](CC(=O)OCc1cnnn1C)N1CCc2ccccc21","ZINC000847713281","DDAD"
"CC1(C)CC(NC(=O)CC2(c3ccccc3)CC2)C1","ZINC000529527043","CGAD"
"CCCCO[C@@H]1C[C@@H](Nc2ccc(-c3nn[nH]n3)nn2)C1(C)C","ZINC000825291600","DEAD"
"CCc1cnc(CNC(=O)[C@@H](N)CC(C)C)s1","ZINC000226405917","CDAD"
"C[C@H](C(=O)N(C)[C@H]1CCCN(C(=O)CC2CC2)CC1)C(C)(C)C","ZINC001078997819","DGAD"
"CS(=O)(=O)CC1(COC(=O)[C@H]2CC2(F)F)CCC1","ZINC000837977951","CDAD"
"C[C@H](OC(=O)c1cc(Cl)n(C)n1)C(=O)NC1CC1","ZINC000835386798","CCAD"
"CNC(=O)C1(C(=O)Nc2ccc(C(=O)O)c(O)c2)CC1","ZINC001606261402","CCAD"
"C#CCCN[C@H](C)[C@H]1CCCCN1C(=O)c1ccc(F)cc1F","ZINC001752156186","DFED"
"C[C@H](C(=O)N1C[C@@H](O)[C@H](NC(=O)CCCN(C)C)C1)S(C)(=O)=O","ZINC001384035946","EAAD"
"COc1cccnc1CC(=O)N[C@H]1CC12CCN(C(=O)C(C)C)CC2","ZINC000964825852","EDAD"
"Cc1c(Cl)cccc1NC(=O)c1c[nH]cc(Cl)c1=O","ZINC001321794269","CGAD"
"CCC(CC)CNC(=O)N1CCC(NC(=O)c2ccsc2)CC1","ZINC000264320290","EGAD"
"C[C@H](C(=O)N1CC(N(C)C(=O)C(N)=O)C1)c1cnn(C)c1","ZINC000955162241","CAAD"
"CN1CCN(c2nnnn2Cc2cnn3ccccc23)CC1=O","ZINC001335577821","DBAD"
"Cc1cnn([C@H]2CCCN(c3nccc4[nH]ccc43)C2)c1","ZINC000663566167","CFAD"
"CCC1(CC)[C@H](OC)C[C@@H]1N(C)C(=O)c1ccccc1[N+](=O)[O-]","ZINC000429806575","DGBD"
"CCN(CC)CCSCC(=O)N1[C@@H](CO)CC[C@@H]1CO","ZINC000912231827","DCAD"
"Cc1ccc(CN2CCC[C@@H](C)[C@H]2CCO)cc1F","ZINC000625536884","CGAD"
"CN(C)c1ccc(C(=O)Nc2nnc(C3CC3)s2)c(F)c1","ZINC000159255507","DFAD"
"O=C(/C=C/c1ccc[nH]1)NCC[C@@H]1CCN(C(=O)[C@@H]2COCCO2)C1","ZINC001059207123","ECAD"
"C[C@@H]1CC[C@@H](C(=O)NC[C@@]2(C)OCCc3ccccc32)C1","ZINC000882322038","CGAD"
"CC(C)(C)[C@H](NC(=O)[C@@H]1C[C@]12CCNC2)C(=O)O","ZINC001590435466","CCAD"
"Cn1nccc1CCC(=O)NC1(C)CCN(C(=O)C2(C)CCC2)CC1","ZINC001073184464","EEAD"
"CC(=O)N1CCC(COC(=O)[C@@H]2C[C@H]2c2ccccc2C)CC1","ZINC000850044685","DFAD"
"CC[C@H](C)NC(=O)CNCCCNC(=O)[C@@H]1COCCN1CC","ZINC001161513560","EBAD"
"O=C(NC[C@H](O)CN=c1cc[nH]c(-c2nn[nH]n2)n1)c1csnn1","ZINC001582376757","EAAD"
"C#CCOC[C@@H](O)CNc1ccccc1S(N)(=O)=O","ZINC001251868249","CBED"
"C[C@@H]1CN(C(=O)Nc2c[nH]c3nccc-3c2)CCC1(F)F","ZINC001627444664","CGAD"
"CC[C@H](NC(=S)NCCNS(C)(=O)=O)c1nc(C)cs1","ZINC000729648669","ECAD"
"COCCN(CCNC(=O)c1cscn1)Cc1nonc1C","ZINC001369553614","ECAD"
"Cc1ccc([C@@H](C)C(=O)N[C@@H]2CCN(CCC(C)C)C2)cc1","ZINC001016012752","DGAD"
"CC(=O)N[C@H](C)C(=O)NCC[C@@H](C)N=c1cc[nH]c(C#N)n1","ZINC001098863590","DBED"
"CC(C)CCN1CC(NC(=O)[C@@H]2Oc3ccccc3O[C@@H]2C)C1","ZINC001031376824","DEAD"
"CCOC(=O)Cn1ccc(NC(=O)NCC2(S(C)(=O)=O)CC2)n1","ZINC000594181741","EBAD"
"CC(C)(CNC(=O)N1CCC[C@H](C2OCCO2)C1)C1CCC1","ZINC000838668011","DFAD"
"CC1(CC(=O)N2CC[C@H](NCc3cscn3)C2)CCCCC1","ZINC001019126051","DGAD"
"C[C@H]1CC[C@H](NC(=O)c2cncnc2C2CC2)CC1","ZINC000333728145","CFAD"
"Cn1cnc(C(=O)NC[C@]2(C)CCN(C(=O)c3nccnc3N)C2)n1","ZINC001390254467","EBAD"
"N#Cc1c[nH]c(C(=O)NC[C@H]2CCN(C(=O)[C@@H]3CCC(=O)N3)C2)c1","ZINC000983054220","EBED"
"C[C@H](O)C(=O)N1CCN(CC(=O)NC[C@H]2CCCO2)CC1","ZINC000330571224","CAAD"
"C[C@H]1CC(N[C@H]2CCCNC2=O)C[C@H](C)N1Cc1ccccc1","ZINC001168019672","DEAD"
"CCN(CCNC(=O)[C@H](F)C(C)C)C(=O)Cc1ccc(C)cc1","ZINC001398127838","DEAD"
"CC(C)OCCC(=O)[C@@H](C#N)c1nc2cc(F)ccc2s1","ZINC000730421628","DGED"
"CNS(=O)(=O)CCCNC(=O)NCCN1CCCOCC1","ZINC000633477405","DAAD"
"Cc1nn[nH]c1C(=O)NCCN1CCCS1(=O)=O","ZINC001147577146","CAAD"
"Cc1cc(C)c(C(=O)N(C)C[C@@H](O)CNC(=O)CCCF)s1","ZINC001511546726","EDAD"
"COCCCCCN1CC[C@@H]1CN(C)C(=O)C(C)(C)C(N)=O","ZINC001235589032","DCAD"
"O=C(CNC(=O)Cc1ccccc1)N[C@@H]1CCC(=O)NC1","ZINC000357040167","CBAD"
"CCCN(CCNC(=O)c1ccc(C)c(C)c1Cl)c1ncccn1","ZINC001101162113","EGAD"
"O=C(CC(F)(F)F)N1CCC2(CN(C(=O)C3[C@@H]4CCC[C@@H]34)C2)C1","ZINC001018910811","EEAD"
"O=C(NC1CCC(c2nc(CC3CC3)no2)CC1)C1CC1","ZINC000349979787","CFAD"
"CC(=O)Nc1cccc(CC(=O)NCc2noc(C(F)(F)F)n2)c1","ZINC000521252183","EDAD"
"CC/C=C/CNC(=O)N[C@H](C)[C@@H](OC)c1ccccc1F","ZINC000454778967","CGAD"
"N#Cc1nccnc1N1CCCO[C@]2(CNCCOC2)C1","ZINC001165344914","CBED"
"COc1cccc([C@H]2C[C@H]2C(=O)OCc2oncc2C(=O)O)c1","ZINC001599665585","DEAD"
"Cc1c(C(=O)N2CC[C@H](NC(=O)Cn3cncn3)[C@@H](O)C2)cnn1C","ZINC000991789996","EAAD"
"CC(C)CNC(=O)[C@@H](C)Nc1ccc(N2CCCC2=O)cc1","ZINC000028881026","DEAD"
"CC(C)(C)c1ccc(OCC(=O)N2CCCO[C@H](CN)C2)cc1","ZINC000424028328","DDAD"
"Cc1ncc(CC(=O)NC[C@@H]2CN(C(=O)c3cn(C)nn3)C[C@H]2O)o1","ZINC001081553959","EAAD"
"CCOC(=O)C[C@H]1CC[C@H](N2CCC(n3cnnc3)CC2)C1","ZINC001173656425","DEAD"
"Cn1cnc(C(=O)NC[C@H]2CN(c3ccc(C#N)nc3)C[C@H]2O)c1","ZINC001067666412","EBED"
"CC(C)(C)c1ccc(/C=C\C(=O)NC(C)(C)C(=O)O)cc1","ZINC000737596617","CFAD"
"C[C@@H]1CO[C@H](C(=O)NC[C@H]2C[C@H](NC(=O)C(N)=O)C2)C1","ZINC000980129052","CAAD"
"CCn1ccc(C(=O)N2C[C@@H]3C(CNC(=O)[C@H]4CC[C@@H](C)O4)[C@H]3C2)n1","ZINC001009550057","ECAD"
"CCNS(=O)(=O)N1CCC[C@@H]1C(=O)NCC(=O)OC","ZINC001365715842","CAAD"
"O=C(C[C@@H]1COC(=O)C1)N[C@@H]1CN(C(=O)c2cnco2)C[C@H]1O","ZINC001023403792","DAAD"
"C[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)NCCc1nccn1C","ZINC001157424107","DAAD"
"C[C@@H](CNC(=O)NCC(C)(C)C#N)C(=O)OC(C)(C)C","ZINC000594250496","CDED"
"O=C(CCc1nc[nH]n1)NC[C@H]1CN(C(=O)c2nc[nH]n2)C[C@@H]1O","ZINC001081391680","EAAD"
"CC(C)n1ncnc1COC(=O)c1ccc2c(c1)CC(C)(C)O2","ZINC000830586637","DFAD"
"COC(=O)c1ccc(NC(=O)NCC2CCC2)c(F)c1","ZINC000531284699","CFAD"
"CC(C)NC[C@H](C)NC(=O)c1cnn2ncccc12","ZINC001569061858","CCAD"
"NC(=O)CC(=O)N1CCC2(CN(C(=O)[C@H]3COC(=O)N3)C2)CC1","ZINC000944891670","DAAD"
"CN(C(=O)Cn1ccc([N+](=O)[O-])n1)[C@H]1CCc2ccccc21","ZINC000051034472","DDBD"
"COCCCN(C)C(=O)c1cn(-c2ccccc2)nn1","ZINC000125545948","CDAD"
"CCn1ccc(C(=O)N2CCC[C@H]([C@@H](C)N)C2)n1","ZINC001330866876","CDAD"
"COCCC1(CNC(=O)c2ccc(-n3ccnc3S)cc2)CCC1","ZINC000178075883","EGAD"
"CC[C@H](F)CN1CCCC[C@H](NC(=O)c2cccc3c2COCC3)C1","ZINC001034239108","EGAD"
"C[C@@H](C(=O)OCc1ccc(C(=O)O)cc1)N1CCSCC1","ZINC000819901520","DDAD"
"C[C@@H](OC[C@H]1CCCCO1)C(=O)N1C[C@H](O)C[C@H]1CO","ZINC000368409786","CBAD"
"CN1CC[C@@H](N[C@H]2C[C@@H](NC(=O)[C@@H]3CCCNC3=O)C2)C1=O","ZINC001022236614","DAAD"
"CC(=O)NCC(=O)N1CCN(CCNC(=O)c2cocn2)CC1","ZINC001493155368","DAAD"
"Cc1nc2c(C(=O)NC(C)(C)c3cc(Cl)ccn3)cnn2[nH]1","ZINC001154672369","DEAD"
"CCO[C@@H]1C[C@@H](N(C)C(=O)COC2CCCC2)C1(C)C","ZINC000354149940","CFAD"
"CC(C)(C)[C@H]1Cc2ccccc2N(C(=O)CNC2CC2)C1","ZINC001575126395","CFAD"
"CCc1nn(C)cc1C(=O)N(C)CCN(C)C(=O)c1cnn(C)n1","ZINC001501188347","EBAD"
"COc1ccc(/C=C\c2nc(COC3CCC3)no2)cc1OC","ZINC000634669282","DGAD"
"Cc1cc(NC[C@@H](O)Cn2ccnn2)ncc1-c1nn[nH]n1","ZINC001581017675","DBAD"
"CCCN(Cc1ccc(F)cc1)S(=O)(=O)CCC","ZINC000341003285","CFAD"
"CCc1nc(C)cc(NC[C@H](C)CNC(=O)CC2CCC2)n1","ZINC001103908369","DFAD"
"O=C(NCCN(CCO)C(=O)c1cc[nH]n1)c1c[nH]c(=O)cn1","ZINC001057046286","DAAD"
"O=C(Cc1ccc[nH]1)N1CC2(C1)CN(C(=O)[C@@H]1CC[C@H](F)C1)CCO2","ZINC000965463528","EDAD"
"Fc1ccc(Cc2nc(-c3ccncc3)no2)cc1F","ZINC000088337171","CGAD"
"CC(=O)N1CC[C@@H]2[C@@H](CCCN2C(=O)CN2CCCCC2=O)C1","ZINC000973750909","DCAD"
"O=C(N[C@H]1C[C@@H](C(=O)O)C1)[C@@H]1CCCN1CC(F)(F)F","ZINC001601572537","CCAD"
"CCOc1ccc(-c2noc(CCC(=O)N[C@H](C)C3CC3)n2)cc1","ZINC000023099570","EFAD"
"C[C@@H]1CCCCN1CCCCNC(=O)c1ccc2cncn2c1","ZINC000284108215","DFAD"
"C=CCNC(=O)[C@@H](C)N1C[C@@H](O)[C@H](NC(=O)Cc2cnc[nH]2)C1","ZINC001196437464","DAED"
"Fc1cccnc1OC[C@]12COC[C@H]1CN([C@@H]1CCSC1)C2","ZINC001255283932","DEAD"
"C#CCNC(=O)CC(=O)N1C[C@@H](C)[C@@H](CNC(=O)Cc2nc[nH]n2)C1","ZINC001052408975","EAED"
"Cc1ccc(Br)cc1C(=O)N1CC([C@@H]2CCOC2)C1","ZINC000684350473","DFAD"
"Cc1nc(Cl)ccc1-c1ccc([C@]2(C)NC(=O)NC2=O)cc1","ZINC001245779086","DFAD"
"C[C@@H]1CCCN(C(=O)C(=O)N2CC[C@H](N(C)C(=O)C(N)=O)C2)C1","ZINC000938529061","DAAD"
"C[C@H](CCCN)N[C@H](CN1CCCC1=O)c1ccccc1","ZINC000422892534","CEAD"
"CC(C)CC(=O)N1C[C@H]2CC[C@H]1[C@H]1CN(C(=O)C3=CCOCC3)C[C@H]12","ZINC000984238608","EEAD"
"CCCC[C@H]1CCC[C@H]1NC(=O)N(C)Cc1nc(CCOC)no1","ZINC000124438898","EFAD"
"Cc1cc2c(o1)CC(C)(C)C[C@H]2NC(=O)C(=O)N[C@H](C)CCN(C)C","ZINC000283981973","EEAD"
"C=CCN[C@H]1CCN(C(=O)c2nc(C)c(C)[nH]c2=O)C1","ZINC001019023482","CCED"
"CC[C@@H](C)[C@@H](OC(=O)c1cn(C)nc1-c1ccoc1)C(=O)O","ZINC001594927251","DEAD"
"C[C@H](C[C@H](C)NC(=O)CCCF)Nc1cc(-n2ccnc2)ncn1","ZINC001089443698","EEAD"
"CNC(=O)CN1CC(NC(=O)[C@H]2CCN(C)[C@@H](C)C2)C1","ZINC001030837978","CBAD"
"C[C@@]1(NC(=O)c2coc(C(N)=O)c2)CCN(C(=O)Cn2cnnn2)C1","ZINC000957214901","EAAD"
"C[C@H]1CN(C(=O)C(=O)NCc2cccs2)C[C@@H](CO)O1","ZINC000339588322","CBAD"
"CCc1cncc(C(=O)NCC[C@H](C)NC(=O)CCn2cncn2)c1","ZINC001077378334","ECAD"
"CN(C)c1ccc(/C=C2\C(=O)NC(=S)N(C)C2=O)cc1","ZINC000000578780","CDCA"
"CC(C)N1CCC(C(=O)N2CC[C@H](NCC3CCC3)[C@@H]2C)CC1","ZINC000987289475","DEAD"
"CCCN1CCC[C@H]1CNS(=O)(=O)c1ccc(C)cc1C(=O)O","ZINC001595911958","EDAD"
"Cc1cc(C(=O)N[C@H]2C[C@H](Nc3ncnc4onc(C)c43)C2)c(C)[nH]1","ZINC001059428332","EEAD"
"O=C(NC1CC2(CCC2)C1)C(=O)N[C@@H]1CCSc2c(F)cccc21","ZINC001332769482","EFAD"
"CCSCC[C@@H](C)N(C)C(=O)C(=O)Nc1cccc(F)n1","ZINC000285128255","DEAD"
"CC[C@H](C(N)=O)N(C)C[C@@H]1CCCN1C(=O)C1CN(C(C)=O)C1","ZINC001422235232","DBAD"
"C[C@H]1CC[C@H](NC(=O)C2CC2)CN1C(=O)c1cc(C(N)=O)co1","ZINC001017899865","DCAD"
"Cc1cc(C(=O)N2C[C@H](C)[C@H](NCCc3ccc(F)c(F)c3)C2)no1","ZINC001054362194","EFAD"
"C#CCN1CC[C@@H](CNC(=O)[C@H]2CC(=O)N(C)C2)C1","ZINC001028580895","CBED"
"CO[C@H](C)CCC(=O)N1CCC(N(C)C(=O)CCC2CCC2)CC1","ZINC001510126574","EFAD"
"CC[C@H](OC)C(=O)N(C)[C@@H](C)CNC(=O)c1cccnc1","ZINC001382886200","CDAD"
"CN1C[C@@H](C(=O)N2CC[C@H](NC(=O)[C@@H]3CCOC3)C2)NC1=O","ZINC000938637207","DAAD"
"CN1C[C@@H]2CN(C(=O)[C@@H]3C[C@@H]3c3ccccc3F)C[C@@H]2C1","ZINC001182287291","CDAD"
"O=C(NC[C@@H](NC[C@H](O)Cn1cccn1)C1CC1)C1=COCCC1","ZINC001441170408","ECAD"
"CC(=O)N(C)CC(=O)N[C@H](C)CNC(=O)c1cn(C)nn1","ZINC001376752190","CAAD"
"CNC(=O)c1ccc(-c2cccc(C(C)(C)C(=O)OC)c2)c(F)c1","ZINC001244661185","EGAD"
"O=C(NCCNCCC[C@H]1CCOC1)c1cnn[nH]1","ZINC001130748602","CBAD"
"O=C(O)[C@@H]1CC[C@@H]1C(=O)N1CCN2C(=O)NC(=O)[C@H]2C1","ZINC001595291789","CAAD"
"O=C(N1CCCC1)N1CCC[C@H](NCc2cnn(C3CCC3)c2)C1","ZINC000922122240","EEAD"
"COC(=O)Cc1cccc(-c2ccnc(F)c2OC)c1","ZINC001244218544","CFAD"
"C#Cc1ccc(C(=O)N2CC[C@@H]3OCCN(CCO)[C@H]3C2)cc1","ZINC001074312144","DCED"
"C#CCNC(=O)CC(=O)NC[C@@H](CO)N=c1ccc2ncc[nH]c-2n1","ZINC001121353653","EAED"
"Cc1ccc(F)cc1NC(=O)C(=O)N1CCC[C@H](C)CC1","ZINC000068899689","CFAD"
"C[C@@H]1C[C@H]1CN1CC[C@H]2CN(Cc3cn[nH]c3)C[C@H]21","ZINC001276032566","CDAD"
"COc1ccc(CNCc2cccc(NC(C)=O)c2)cc1OC","ZINC000069831020","DFAD"
"CCNC(=O)[C@@H](C)NC(=O)Nc1ccc(C)c(OCC)c1","ZINC000067347587","CEAD"
"CC[C@H](C(N)=O)N1CCO[C@]2(CCN(C(=O)c3nn(C)cc3C)C2)C1","ZINC000972380498","EBAD"
"Cc1cc(C(=O)O[C@H]2CCc3cc(F)ccc32)ccn1","ZINC001457402768","CGAD"
"CNC(=O)NCCC(=O)O[C@H]1CC(=O)NC2(CCC2)C1","ZINC001772357680","CCAD"
"O=C(NC1CN(C(=O)C2[C@@H]3CCCC[C@@H]23)C1)[C@@H]1CCCc2nc[nH]c21","ZINC000999352742","EDAD"
"CC(C)OCC(=O)N[C@@]1(CNC(=O)c2ccco2)CCCC[C@@H]1C","ZINC001390876519","EEAD"
"Cc1ccc(N2CCO[C@H](CNC(=O)C3(C)CC=CC3)C2)nn1","ZINC001104347052","DDAD"
"Cc1c(C(=O)N(C)C[C@H]2CCN2CCOC2CCC2)ccn1C(C)C","ZINC001085779997","EGAD"
"CC(C)OCC(=O)N1CCC[C@H](N(C)C(=O)c2cnns2)C1","ZINC001495348377","EDAD"
"Cc1nccc(CCC(=O)N2CCOC[C@@H]2C[C@H]2CCCO2)n1","ZINC000887851309","DDAD"
"CC1(C)[C@H](NC(=O)N2CCn3cncc3C2)[C@H]2CCO[C@@H]21","ZINC000562263066","CDAD"
"COc1cc(OC)c(NC(=O)C[C@H]2CCC[C@@H](OC)C2)cc1F","ZINC000280078965","EGAD"
"CCCn1ncc(NC(=O)NC(CF)CF)c1C1CC1","ZINC000455751083","CFAD"
"CCC[C@H](NC(=O)c1csc(NC(C)=O)n1)C(C)(C)C","ZINC000452666150","CGAD"
"CCN(C(=O)c1cc(C#N)ccc1F)[C@H]1CCCNC1","ZINC001577644167","CDED"
"CCCN(C)CCC(=O)NCC1(NC(=O)CC)CCC1","ZINC001063849012","CDAD"
"CC(C)(C)[C@H](CO)NC(=O)[C@@H](N)Cc1nn[nH]n1","ZINC001220217073","CAAD"
"Cc1ccnc(N2CCCC[C@H](NC(=O)[C@H](C3CC3)N(C)C)C2)n1","ZINC001102875728","EDAD"
"CCc1c(C(=O)N2CCC[C@@H]2CN(C)C(=O)CC2CC2)cnn1C","ZINC001449461696","EDAD"
"C#Cc1cncc(C(=O)Nc2ccc(C(=O)N[C@@H](C)CC)cc2)c1","ZINC000806551293","DFED"
"COCCC(=O)NC[C@H]1CCN1C(=O)C1CN(C(C)=O)C1","ZINC001393214380","CBAD"
"CC(C)(O)[C@H](O)C(=O)NC[C@H](C(=O)O)[C@@H]1CCOC1","ZINC001603687886","CAAD"
"CCc1cnc(CN[C@H](C)C[C@H](C)NC(=O)C(C)C)o1","ZINC001133718455","CEAD"
"CCC[C@@H](OCC)C(=O)NCC1(NCC)CCCCC1","ZINC001115681487","CFAD"
"c1ccc(CCc2ccccc2CN2CC[C@@]3(CCN3)C2)cc1","ZINC001235067377","DGAD"
"CCc1noc2ncc(C(=O)N3CCCC(F)(F)CC3)cc12","ZINC000628636582","DGAD"
"Cc1nc(O)[nH]c1C(=O)N1CCCN(C(=O)c2cnc(O)n2C)CC1","ZINC000941369148","EBAD"
"CC(C)COc1cccc(NC(=O)N[C@H]2CC[C@H]3C[C@H]2CN3)c1","ZINC001553309152","DFAD"
"C=C(Cl)CNC[C@H](C)NC(=O)Cc1c[nH]c2ccc(F)cc12","ZINC001392595026","DFED"
"C=CCCO[C@H](C)C(=O)NCC[C@@]1(C)CC1(Cl)Cl","ZINC000836912449","CGED"
"COC(=O)[C@H]1CS(=O)(=O)CCN1C(=O)[C@@H]1Cc2ccccc2O1","ZINC000273939956","EBAD"
"CC[C@H](NC(=O)C(=O)N[C@@H](CN)C1CC1)[C@@H]1CCCO1","ZINC000419257412","CBAD"
"C[C@@H]1CCO[C@@H]1C(=O)NCc1cnn2c1CN(CC#N)CC2","ZINC001069874322","DCED"
"Cn1c(O)ncc1C(=O)N1C[C@@H](CNC(=O)Cc2cnoc2)[C@H](O)C1","ZINC001081681626","EAAD"
"CC(C)n1cnc(C(=O)OC[C@@H]2CCC[C@@H](C)C2)c1","ZINC000811218121","CGAD"
"CO[C@H](C)CC(=O)N1CC[C@](O)(CNC(=O)CC(C)(C)C)C1","ZINC001434333644","DCAD"
"C[C@@H](C1CC1)N(C(=O)CN1CCS(=O)(=O)C[C@H]1C(=O)O)C1CC1","ZINC000643435207","EBAD"
"C[C@H](COCc1ccccc1)NC(=O)[C@H]1CCN[C@@H](C)C1","ZINC000262396928","CEAD"
"Cn1ncc(C(=O)NC2(CNc3ncc(F)cn3)CCCC2)n1","ZINC001103435615","DCAD"
"C[C@@H](C(=O)N1CC[C@](C)(NC(=O)CS(C)(=O)=O)C1)C(C)(F)F","ZINC001410993685","ECAD"
"CN(CCNC(=O)OC1CCOCC1)Cc1ccccc1","ZINC000289755105","CEAD"
"NC(=O)[C@@H]1C[C@@H]1C(=O)N(CCO)CCNC(=O)CCCF","ZINC001058859135","DAAD"
"C[C@H](NC[C@@H]1CN(C(=O)CCn2ncn(C)c2=O)C[C@H]1C)C(N)=O","ZINC001106471114","EAAD"
"Cc1coc(C(=O)NCCNc2cccc(F)n2)c1","ZINC001094049600","CDAD"
"CCOCCNC(=O)CN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O","ZINC000299102932","DCBD"
"O=C(C[C@H]1C[C@H]2CC[C@H]1O2)N1C[C@H]2[C@@H](C1)[C@@H]2NC(=O)c1cnco1","ZINC000976891538","ECAD"
"CN1C(=O)CC[C@@H](C(=O)NCCCCC(=O)O)[C@@H]1c1ccccc1","ZINC000737509731","EDAD"
"CC(C)N[C@H]1CCN(C(=O)Cc2ccc3c[nH]nc3c2)[C@@H]1C","ZINC000987437341","DEAD"
"Cc1cocc1C(=O)N[C@@H](C)[C@H]1CCN(C(=O)C(C)(C)C(C)C)C1","ZINC000959175370","EGAD"
"COC(=O)c1cc(S(=O)(=O)N(CC(N)=O)CC(C)C)cs1","ZINC000266191591","ECAD"
"CCC(=O)N1CC[C@@H](C(=O)N2CC3(C2)CCN(CC(N)=O)C3)C1","ZINC001073108733","DBAD"
"C[C@@H](CNC(=O)CCS(=O)(=O)N(C)C)N[C@H]1CCN(C)C1=O","ZINC001491687258","EAAD"
"O=C(Cn1nccn1)N[C@H]1C[C@H]2CC[C@@H](C1)N2C(=O)c1ccco1","ZINC001794963084","ECAD"
"O=C([C@H]1CCCc2ccccc21)N1CCO[C@@H]2CN(CCCF)C[C@@H]21","ZINC001083121624","EEAD"
"C[C@H](N[C@H]1C[C@@H](NC(=O)Cc2c[nH]c3cnccc23)C1)C(N)=O","ZINC001022595802","DCAD"
"Cc1ccccc1-c1noc(CN2CCN(CC(C)C)CC2)n1","ZINC000049970349","DFAD"
